Karmn,Name,RA_J2000,DE_J2000,RA_J2015,DE_J2015,SpType,SpTnum,Ref_SpT,Plx,ePlx,Ref_Plx,d_pc,ed_pc,Ref_d,Lbol,eLbol,Teff,logg,Radius,eRadius,Mass,eMass,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Qf_FUV,Qf_NUV,Ref_FNUV,u_mag,eu_mag,Qf_u,Ref_u,BT_mag,eBT_mag,Qf_BT,Ref_BT,B_mag,eB_mag,Qf_B,Ref_B,g_mag,eg_mag,Qf_g,Ref_g,BP_mag,eBP_mag,Qf_BP,Ref_BP,VT_mag,eVT_mag,Qf_VT,Ref_VT,V_mag,eV_mag,Qf_V,Ref_V,r_mag,er_mag,Qf_r,Ref_r,GG_mag,eGG_mag,Qf_GG,Ref_GG,i_mag,ei_mag,Qf_i,Ref_i,RP_mag,eRP_mag,Qf_RP,Ref_RP,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Qf_J,Qf_H,Qf_Ks,Ref_JHK,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Qf_W1,Qf_W2,Qf_W3,Qf_W4,Ref_Ws,Teff_meta,logg_meta,Meta_meta,Lbol_meta,Lberr_meta,Lbol_lit,Lberr_lit,M_lit,eM_lit,R_lit,eR_lit,Teff_lit,eTeff_lit,Ref_LMRT,Teff_Pas19,eTeff_Pas19,FeH_lit,eFeH_lit,FeH_lit_ref,Binarity,rho,theta,RUWE,DeltaG,gaia_id_1,ra_1,ra_error_1,dec_1,dec_error_1,parallax_1,parallax_error_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,pmtotal_1,pmtotal_error_1,phot_bp_rp_excess_factor_1,radial_velocity_1,radial_velocity_error_1,l_1,b_1,teff_val_1,lum_val_1,gaia_id_2,ra_2,ra_error_2,dec_2,dec_error_2,parallax_2,parallax_error_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,pmtotal_2,pmtotal_error_2,phot_g_mean_mag_2,phot_g_mean_mag_error_2,phot_bp_mean_mag_2,phot_bp_mean_mag_error_2,phot_rp_mean_mag_2,phot_rp_mean_mag_error_2,phot_bp_rp_excess_factor_2,radial_velocity_2,radial_velocity_error_2,Young_YMG,Young_ref,Class,Sample_source,Bool_contam,Bool_delta,Bool_young,Bool_dphot,Bool_RUWE,Bool_excess
J20038+059,GJ 1248,300.962441,5.995562,300.960340301299,5.992179029525,M1.5 V,1.5,PMSU,75.3873,0.059738,Gaia2,13.264834,0.010511,Gaia2,0.009495397,1.0160394E-4,3500,5.0,0.265,0.0077,0.2556,0.012,,,,,,,,,,,,13.019,0.263,false,Tycho2,13.76,0.01,false,UCAC4,12.958,0.01,false,UCAC4,12.366,0.0018,false,Gaia2,11.998,0.168,false,Tycho2,12.173,0.01,false,UCAC4,11.547,0.03,false,UCAC4,11.1184,0.0012,false,Gaia2,10.478,0.01,false,UCAC4,10.0565,0.001,false,Gaia2,8.632,0.023,8.076,0.038,7.868,0.021,AAA,false,false,false,2M,7.696,0.026,7.539,0.02,7.451,0.019,7.404,0.148,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.233,,4248817876711932416,300.960340301299,0.0461922040796469,5.99217902952495,0.0257491766077554,75.3873004767104,0.0597382942943385,-495.672835710554,0.0973775416584749,-799.599478300491,0.0596377604998796,940.771431198758,0.0721224848709346,1.3652675,30.5004110124513,0.707949869974466,46.8240190278758,-13.1439781183011,3784.25,,,,,,,,,,,,,,,,,,,,,,,,Checked,n/a,Gamma,Karmn,false,false,false,false,false,false
J20039-081,LP 694-016,300.995514,-8.129801,300.993261722518,-8.1309235889311,M4.0 V,4.0,PMSU,51.936265,0.065411,Gaia2,19.254369,0.02425,Gaia2,0.0108556235,2.0420748E-4,3200,4.5,0.339,0.0111,0.3337,0.0151,,,,,,,,,,,,,,,,,,,,14.247,0.032,false,APASS9,13.8011,0.0026,false,Gaia2,,,,,,,,,12.945,0.031,false,APASS9,12.1635,4.0E-4,false,Gaia2,11.372,0.067,false,APASS9,10.9308,0.0012,false,Gaia2,9.184,0.024,8.581,0.059,8.286,0.025,AAA,false,false,false,2M,8.098,0.024,7.961,0.02,7.81,0.021,7.732,0.223,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.174,,4192723988912416256,300.993261722518,0.0554816954314555,-8.13092358893113,0.0341010278330398,51.9362647508985,0.0654107699234585,-501.309224301108,0.118956835175211,-247.370923387087,0.07294162351454,559.019956805443,0.111452441195439,1.488152,,,33.8220194941469,-19.7979854420197,3661.995,,,,,,,,,,,,,,,,,,,,,,,,,,Beta,Karmn,false,false,false,false,false,false
J20050+544,V1513 Cyg,301.259493,54.434383,301.250562681601,54.4303398653131,M1.0 V+,1.0,Lep13,60.391302,0.034254,Gaia2,16.558676,0.009392,Gaia2,,,,,,,,,,,,,,,,,,,,,,,,11.97,0.0,true,UCAC4,12.869,0.01,false,UCAC4,12.2479,0.0024,false,Gaia2,,,,,11.98,0.0,false,UCAC4,11.322,0.01,false,UCAC4,11.1764,6.0E-4,false,Gaia2,10.549,0.01,false,UCAC4,10.1684,0.001,false,Gaia2,8.83,0.021,8.346,0.021,8.113,0.018,AAA,false,false,false,2M,7.932,0.025,7.813,0.02,7.712,0.017,7.527,0.091,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.293,,2185710338703934976,301.250562681601,0.0352665887261211,54.4303398653131,0.0337835659983164,60.3913016393678,0.0342543135249279,-1159.46777205525,0.0797421350345757,-903.574061866199,0.0685989572534421,1469.96993156736,0.0757247520325681,1.3512306,,,88.5801819575152,11.9797780006553,4001.6174,,,,,,,,,,,,,,,,,,,,,,,,,,Delta,Karmn,false,true,false,false,false,false
J20057+529,Wolf 1131,301.434378,52.971706,301.435752384338,52.9725137193802,M3.5 V,3.5,PMSU,46.95319,0.031832,Gaia2,21.297807,0.014439,Gaia2,0.0141573,2.5179365E-4,3300,5.0,0.364,0.0115,0.3601,0.0156,,,,,,,,,,,,,,,,14.744,0.03,false,UCAC4,13.897,0.05,false,UCAC4,13.4366,0.0022,false,Gaia2,,,,,13.223,0.1,false,UCAC4,12.618,0.06,false,UCAC4,11.9457,4.0E-4,false,Gaia2,11.201,0.06,false,UCAC4,10.7602,0.0015,false,Gaia2,9.095,0.027,8.607,0.035,8.346,0.021,AAA,false,false,false,2M,8.186,0.023,8.015,0.02,7.897,0.018,7.726,0.119,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.128,,2089355702357960448,301.435752384338,0.0282752753506542,52.9725137193802,0.0334858483442075,46.9531899497379,0.0318316845220144,197.555335788037,0.0616800261112955,195.163185915518,0.0655083771521709,277.69908144432,0.0635996909776235,1.4552482,,,87.3549296482634,11.1452889030976,3743.71,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J20079-015,G 024-005,301.989656,-1.541059,301.991249225182,-1.5420511980525,M3.0 V,3.0,PMSU,47.446668,0.066515,Gaia2,21.076296,0.029547,Gaia2,0.009240058,1.0922471E-4,3300,5.0,0.2941,0.0091,0.2863,0.0132,,,,,,,,,,,,,,,,15.251,0.01,false,UCAC4,14.359,0.03,false,UCAC4,13.8783,0.0019,false,Gaia2,,,,,13.59,0.02,false,UCAC4,12.982,0.03,false,UCAC4,12.3997,5.0E-4,false,Gaia2,11.602,0.01,false,UCAC4,11.2166,0.0011,false,Gaia2,9.586,0.022,8.992,0.021,8.745,0.021,AAA,false,false,false,2M,8.581,0.022,8.426,0.019,8.291,0.023,8.629,0.427,AAAC,false,false,false,true,WISE,,,,,,,,,,,,,,,,,,,,,,,1.301,,4223777873773440384,301.991249225182,0.0546328241200348,-1.54205119805251,0.0281805228687183,47.4466676780986,0.0665146913539945,340.514364964102,0.113500482564445,-220.179246522187,0.0703931688429582,405.498376502279,0.102689723098489,1.4545052,,,40.4977907411924,-17.6890789367168,3881.04,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J20082+333,GJ 1250,302.074422,33.303402,302.07637887711,33.3052112581237,M4.5 V,4.5,PMSU,46.2,5.4,vAl95,21.65,2.53,vAl95,0.006380339,0.0015445949,3000,4.5,0.2957,0.0371,0.288,0.0402,,,,,,,,,,,,,,,,16.759,0.08,false,UCAC4,15.66,0.01,false,UCAC4,15.1764,0.0111,false,Gaia2,,,,,14.967,0.01,false,UCAC4,14.283,0.12,false,UCAC4,13.2776,0.0027,false,Gaia2,12.412,0.01,false,UCAC4,11.9022,0.0041,false,Gaia2,9.961,0.022,9.401,0.016,9.084,0.018,AAA,false,false,false,2M,8.868,0.023,8.689,0.02,8.49,0.037,7.588,0.204,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,28.432,,2055262595567307392,302.07637887711,2.0558964383177,33.3052112581237,2.66072474872793,,,,,,,,,1.6395832,,,70.8210465556028,0.318413039184915,4480.5767,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,true,false
J20093-012,2MASS J20091824-0113377,302.326021,-1.227142,302.325842653331,-1.2289194294272,M5.0 V,5.0,AF15a,92.516565,0.115547,Gaia2,10.808875,0.0135,Gaia2,0.0026756593,3.849043E-5,3000,4.5,0.1915,0.0065,0.178,0.0108,,,,,,,,,,,,,,,,16.265,0.06,false,UCAC4,15.184,0.01,false,UCAC4,14.7037,0.0042,false,Gaia2,,,,,14.45,0.01,false,UCAC4,13.808,0.01,false,UCAC4,12.6943,9.0E-4,false,Gaia2,11.836,0.07,false,UCAC4,11.364,0.0012,false,Gaia2,9.403,0.026,8.832,0.025,8.512,0.023,AAA,false,false,false,2M,8.311,0.023,8.108,0.02,7.932,0.02,7.762,0.164,AAAB,false,false,false,false,WISE,2900.0,5.0,-0.5,0.0026371432,3.8738694E-5,,,,,,,,,,,,,,,,,,1.156,,4223813264304668288,302.325842653331,0.0747752935952788,-1.2289194294272,0.0485620353232773,92.5165654042962,0.115547148138922,-43.6305347009137,0.176160299948636,-373.726374739115,0.0929175794942315,376.264570128426,0.0945243429662308,1.5658131,,,40.9533121498271,-17.8365627509609,3803.4,,,,,,,,,,,,,,,,,,,,,,,,,,Alpha,Karmn,false,false,false,false,false,false
J20105+065,LSPM J2010+0632,302.643537,6.537224,302.643702448149,6.536320143146,M3.5 V+,3.5,Shk10,62.367663,0.077861,Gaia2,16.03395,0.020017,Gaia2,,,,,,,,,20.49,0.25,18.555,0.042,false,false,GALEX,,,,,,,,,13.874,0.01,false,UCAC4,12.988,0.01,false,UCAC4,12.4994,0.007,false,Gaia2,,,,,12.255,0.01,false,UCAC4,11.627,0.02,false,UCAC4,10.9151,0.0016,false,Gaia2,10.076,0.15,false,UCAC4,9.7245,0.0022,false,Gaia2,8.021,0.034,7.474,0.033,7.182,0.026,AAA,false,false,false,2M,6.991,0.054,6.835,0.02,6.742,0.015,6.589,0.067,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,4.58,-25.9,1.277,8.21,4250327300012527872,302.643702448149,0.0765876070611531,6.53632014314602,0.0555095947265507,62.3676628091981,0.0778605053121743,43.1316842983185,0.158844595935271,-203.601547118193,0.101049341942025,208.119994664932,0.104192652727802,1.4458997,,,48.1691530701508,-14.3224097123739,3610.28,,4250327300006467072,302.643144978666,0.413380133634184,6.53746663542481,0.326970292287716,0.432972324802373,0.44517295788711,-2.96187078957271,0.918130165343266,-7.98422320605314,0.606275198372093,8.51589682759259,0.651979391414953,19.122265,0.0076118053053731,19.146242,0.122516109676431,17.071352,0.0727861486810548,3.5341682,,,,,Delta,Karmn,false,true,false,false,false,false
J20108+772,HD 193202,302.718442,77.238922,302.719524161804,77.2411818616306,K7V,-1.0,AF15a,59.442807,0.025972,Gaia2,16.822893,0.00735,Gaia2,0.13907963,0.0014707521,4200,5.0,0.7043,0.0172,0.7192,0.023,,,,,,,,15.427,0.016,false,SDSS9,10.643,0.037,false,Tycho2,10.115,0.01,false,UCAC4,10.165,0.01,false,UCAC4,9.1076,0.0018,false,Gaia2,9.046,0.017,false,Tycho2,8.998,0.01,false,UCAC4,8.78,0.01,false,UCAC4,8.3133,4.0E-4,false,Gaia2,7.944,0.01,false,UCAC4,7.4855,0.0025,false,Gaia2,6.409,0.023,5.819,0.017,5.667,0.016,AAA,false,false,false,2M,5.68,0.118,5.56,0.055,5.612,0.015,5.545,0.032,BAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.993,,2290483248388179328,302.719524161804,0.026973163961705,77.2411818616306,0.0285783932499611,59.4428070224591,0.025971610002326,57.2880442780469,0.0547875893155228,513.248050111624,0.0633710738159097,516.435359905368,0.0632725271360062,1.2658409,-2.00596658798216,0.193553014390109,109.96702198885,22.2068518681091,4122.4053,0.15413275,,,,,,,,,,,,,,,,,,,,,,,,,,AF15,false,false,false,false,false,false
J20112+161,BD+15 4074B,302.805389,16.185406,302.803376282266,16.1872735360534,M4.0 V,4.0,AF15a,49.380849,0.067164,Gaia2,20.250765,0.027544,Gaia2,,,,,,,,,,,,,,,,,,,,,,,,15.502,0.03,false,UCAC4,14.632,0.01,false,UCAC4,14.2709,0.0012,false,Gaia2,,,,,13.932,0.01,false,UCAC4,13.379,0.12,false,UCAC4,12.628,3.0E-4,false,Gaia2,11.774,0.01,false,UCAC4,11.3883,7.0E-4,false,Gaia2,9.627,0.018,9.108,0.015,8.883,0.018,AAA,false,false,false,2M,8.668,0.022,8.494,0.02,8.342,0.023,8.038,0.217,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,-0.15,0.03,Man15,Background,3.79,-39.7,1.369,4.05,1809359465717142656,302.803376282266,0.0404803684533462,16.1872735360534,0.0268870323543324,49.3808494558709,0.0671641311717375,-417.561493278063,0.0835725853023168,399.7185647916,0.0605204449640827,578.041980921509,0.073457706852918,1.4958441,,,56.6954643333248,-9.46363610593123,3873.67,,1809359461405177984,302.804059009171,0.046252354206784,16.1864512939893,0.0289059155112949,1.18891349681589,0.0734381367739714,-8.99123496789819,0.0936316701946795,-9.48626205340283,0.0658550690238996,13.0702514893091,0.0802078035074012,16.677515,6.18212880824404E-4,17.285389,0.00620104805616002,15.62845,0.0219013399787575,1.5384102,,,,,Gamma,Karmn,true,true,false,false,false,false
J20112+379,LSPM J2011+3757,302.802625,37.96394,302.803516327144,37.963376346325,M1.5 V,1.5,Lep13,29.236341,0.034793,Gaia2,34.204007,0.040704,Gaia2,0.06795233,0.0010510517,3700,4.5,0.6344,0.0178,0.6454,0.023,,,,,,,,,,,,,,,,13.312,0.02,false,UCAC4,12.548,0.01,false,UCAC4,12.0896,0.0019,false,Gaia2,,,,,11.902,0.04,false,UCAC4,11.324,0.04,false,UCAC4,10.9818,6.0E-4,false,Gaia2,10.332,0.04,false,UCAC4,9.9652,0.0011,false,Gaia2,8.593,0.03,7.929,0.016,7.735,0.02,AAA,false,false,false,2M,7.61,0.027,7.653,0.019,7.47,0.02,7.106,0.084,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.011,,2061572894655546624,302.803516327144,0.0276762528078537,37.963376346325,0.0332540727024372,29.2363405832657,0.0347925709527993,144.676213360384,0.0636749818940107,-119.14421914473,0.061469580912504,187.420787715522,0.0627930619157454,1.3508649,-66.9295471946769,0.37724010353058,75.0512881543226,2.35899954039543,3910.8599,0.062394734,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J20129+342,LP 283-004,303.228865,34.277699,303.2267613019,34.2771295321118,M1.0 V,1.0,Lep13,31.93519,0.044998,Gaia2,31.313419,0.044122,Gaia2,0.0817995,0.0074266098,3800,4.5,0.6599,0.0346,0.6723,0.039,,,,,,,,,,,,12.644,0.221,false,Tycho2,12.644,0.99,false,UCAC4,12.526,0.179,false,PS1,11.5476,9.0E-4,false,Gaia2,11.125,0.074,false,Tycho2,11.125,0.99,false,UCAC4,10.728,0.0,false,CMC15,10.514,4.0E-4,false,Gaia2,9.962,0.001,false,PS1,9.5307,9.0E-4,false,Gaia2,8.213,0.024,7.619,0.023,7.451,0.018,AAA,false,false,false,2M,7.246,0.036,7.247,0.02,7.19,0.018,7.088,0.091,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,4.03,9.6,1.469,7.66,2055671339023893248,303.2267613019,0.0310879315712708,34.2771295321118,0.0454725833747049,31.9351903347861,0.0449981460154966,-390.112891204078,0.0663078010878903,-132.457302679956,0.0859903358342762,411.986656236406,0.0686045286872493,1.3367461,-18.49866369064,3.08177443304739,72.1574797773428,0.0490415983806923,4075.4001,0.07240254,2055671334709467520,303.226573428656,0.242082372722857,34.2760216284491,0.243393190024078,0.489268318737261,0.280438749305528,-1.73413875567924,0.443886610999373,-2.37645784489504,0.438539553784036,2.9419022948616,0.440404829393338,18.17556,0.0089180550755667,,,,,,,,,,Gamma,Karmn,false,false,false,false,true,false
J20132+029,[R78b] 440,303.303458,2.933913,303.303882239015,2.9339760640892,M1.0 V,1.0,Lep13,27.051736,0.083503,Gaia2,36.966204,0.114107,Gaia2,0.07281952,0.0021066258,3800,4.5,0.6226,0.0187,0.6329,0.0237,,,20.297,0.144,,false,GALEX,,,,,13.382,0.343,false,Tycho2,13.217,0.02,false,UCAC4,12.476,0.01,false,UCAC4,12.0049,0.0021,false,Gaia2,12.12,0.18,false,Tycho2,11.791,0.04,false,UCAC4,11.178,0.04,false,UCAC4,10.9801,0.0012,false,Gaia2,10.369,0.01,false,UCAC4,10.0116,0.0024,false,Gaia2,8.739,0.02,8.113,0.04,7.87,0.029,AAA,false,false,false,2M,7.762,0.025,7.786,0.019,7.692,0.02,7.563,0.153,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.407,,4244169931815651712,303.303882239015,0.0563089061966025,2.93397606408922,0.0499617955539958,27.0517361100933,0.0835028384320688,108.668799451235,0.140279034813198,21.6005195962962,0.0874200185995014,110.794812247698,0.138638847354724,1.3248056,-28.8178249760634,0.408336003172765,45.2661670324073,-16.6858658095971,3821.6667,0.077533,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J20138+133,Ross 754,303.465737,13.388828,303.467730969323,13.3888920596474,M1.0 V,1.0,Lep13,32.6292,0.044263,Gaia2,30.647396,0.041575,Gaia2,0.07366478,0.0013710745,3800,5.0,0.6262,0.0175,0.6367,0.0226,,,20.318,0.143,,false,GALEX,,,,,13.12,0.297,false,Tycho2,12.73,0.01,false,UCAC4,11.977,0.01,false,UCAC4,11.552,8.0E-4,false,Gaia2,11.4,0.098,false,Tycho2,11.281,0.01,false,UCAC4,10.7,0.01,false,UCAC4,10.5372,4.0E-4,false,Gaia2,9.956,0.01,false,UCAC4,9.5677,7.0E-4,false,Gaia2,8.309,0.029,7.633,0.021,7.468,0.021,AAA,false,false,false,2M,7.331,0.035,7.362,0.02,7.296,0.018,7.151,0.094,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.012,,1803475188714186368,303.467730969323,0.0282990197396648,13.3888920596474,0.028302819947313,32.6291995690166,0.0442633707301897,421.921466747495,0.0571368286131139,19.1765842973306,0.0513735980786234,422.357035560756,0.0571255458034849,1.3284203,-68.3621964436439,0.56381612482232,54.624263881773,-11.487464443635,3916.095,0.075176276,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J20139+066,LP 574-001,303.495765,6.687817,303.494677973185,6.6853135349068,M3.5 V,3.5,PMSU,43.584202,0.055885,Gaia2,22.944093,0.02942,Gaia2,0.017495403,2.4523676E-4,3200,5.5,0.4303,0.0138,0.4301,0.018,,,,,,,,16.487,0.007,false,SDSS9,,,,,,,,,13.83,0.008,false,PS1,13.4816,0.0025,false,Gaia2,,,,,,,,,12.718,0.009,false,SDSS9,11.9606,4.0E-4,false,Gaia2,11.451,0.032,false,PS1,10.7673,0.0015,false,Gaia2,9.09,0.034,8.452,0.033,8.167,0.027,AAA,false,false,false,2M,8.021,0.023,7.925,0.02,7.767,0.018,7.444,0.164,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,3.98,70.8,1.044,8.02,4249667627392687488,303.494677973185,0.0492311115970774,6.68531353490683,0.037149569213088,43.584201865859,0.0558850465353258,-251.943276420568,0.107675864297869,-582.52264206667,0.0705456824900768,634.671602526743,0.0775852958250469,1.4592181,,,48.743121863619,-14.9769292741067,3788.555,,4249667627391433984,303.495727505438,0.95285610457644,6.68567928390204,0.733987320870064,-0.420877192341572,1.04253324959243,-3.34885807774878,2.19580063859966,-4.27445101908957,1.13343426476003,5.43008120929136,1.62170054927817,19.985128,0.00961900316651794,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J20151+635,LP 106-240,303.791177,63.520187,303.794227628686,63.5211980008509,M0.0 V,0.0,Lep13,28.647056,0.021266,Gaia2,34.907601,0.025913,Gaia2,0.09843694,0.03908491,3900,5.0,0.6872,0.1376,0.7011,0.1458,,,,,,,,,,,,13.798,0.469,false,Tycho2,12.403,0.01,false,UCAC4,11.769,0.01,false,UCAC4,11.338,0.0018,false,Gaia2,11.146,0.086,false,Tycho2,10.991,0.01,false,UCAC4,10.448,0.01,false,UCAC4,10.435,5.0E-4,false,Gaia2,9.763,0.01,false,UCAC4,9.5261,0.0011,false,Gaia2,8.384,0.021,7.732,0.021,7.544,9.995,AAF,false,false,true,2M,7.381,0.034,7.491,0.02,7.407,0.016,7.276,0.072,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.972,,2244165462076182144,303.794227628686,0.0218849604940564,63.5211980008509,0.024027716751904,28.647055678339,0.0212658409903953,304.214700253307,0.0464297403677417,224.339501376825,0.0469584864784774,377.987824841239,0.0466166774825124,1.3031446,-5.13373252487953,0.567410656739523,97.3346324757018,15.4481749086537,4176.0996,0.09113226,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J20165+351,G 210-011,304.134022,35.178593,304.133517914934,35.1771474991593,M2.0 V,2.0,Lep13,38.982188,0.033914,Gaia2,25.652742,0.022318,Gaia2,,,,,,,,,,,,,,,,,,,,,,,,13.801,0.01,false,UCAC4,13.032,0.01,false,UCAC4,12.5873,0.0018,false,Gaia2,,,,,12.306,0.01,false,UCAC4,11.724,0.01,false,UCAC4,11.3854,8.0E-4,false,Gaia2,10.655,0.01,false,UCAC4,10.3204,0.0012,false,Gaia2,8.905,0.026,8.302,0.017,8.083,0.016,AAA,false,false,false,2M,7.925,0.023,7.824,0.02,7.758,0.023,8.111,0.231,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,4.99,-81.3,0.992,4.65,2055820838238174592,304.133517914934,0.0231839681627879,35.1771474991593,0.0271469983029689,38.9821876543137,0.0339143455345945,-85.5944363053079,0.0504382998186863,-321.882715427868,0.0522144919770955,333.068896803111,0.0520990555401175,1.3785101,21.7277890200125,0.506414359074589,73.3197522243671,-0.0714017808032216,3896.565,,2055820838238175744,304.131852328703,0.0356561052642101,35.1774021264043,0.0578707598510992,0.754110061533669,0.0574494296500846,-3.65656584496415,0.0811874781996463,-5.13484243532372,0.113846052169464,6.30373544925226,0.104008413382458,16.03803,0.00118638490307742,16.727,0.0111958498394296,15.019486,0.0138604991067549,1.4772334,,,,,Gamma,Karmn,true,true,false,false,false,false
J20187+158,LTT 15944,304.685593,15.846214,304.686445938315,15.8459237611251,M2.5 V,2.5,PMSU,57.265603,0.045179,Gaia2,17.46249,0.013777,Gaia2,0.02499573,6.3015055E-4,3400,5.5,0.4556,0.0146,0.4568,0.0188,,,,,,,,,,,,,,,,13.25,0.031,false,APASS9,12.462,0.0,false,UCAC4,12.0431,0.0016,false,Gaia2,,,,,11.708,0.052,false,APASS9,11.216,0.0,false,UCAC4,10.7592,6.0E-4,false,Gaia2,9.981,0.0,false,UCAC4,9.6703,0.001,false,Gaia2,8.174,0.023,7.59,0.017,7.367,0.024,AAA,false,false,false,2M,7.173,0.037,7.09,0.019,7.023,0.017,6.854,0.108,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.065,,1808403096750183168,304.686445938315,0.0331999508900324,15.8459237611251,0.0341265684617951,57.2656030658065,0.0451786142128559,174.375433409692,0.0646989370467072,-59.0729719373703,0.0618210219577015,184.109771034379,0.0644085953546634,1.386183,-12.9790655295748,0.445713659418136,57.3855576676718,-11.1758209061724,3719.4226,,,,,,,,,,,,,,,,,,,,,,,,,,Beta,Karmn,false,false,false,false,false,false
J20195+080,LTT 15948,304.893672,8.008292,304.89415671241,8.0075393393991,M3.0 V,3.0,PMSU,,,,28.17,10.14,Cif20,,,,,,,,,,,22.414,0.324,,false,GALEX,17.056,0.011,false,SDSS9,,,,,14.478,0.02,false,UCAC4,13.674,0.01,false,UCAC4,13.2508,0.008,true,Gaia2,,,,,12.85,0.02,false,UCAC4,12.283,0.01,false,UCAC4,12.0922,0.0108,true,Gaia2,11.016,0.06,false,UCAC4,10.727,0.0091,true,Gaia2,9.19,0.026,8.464,0.018,8.21,0.027,AAA,false,false,false,2M,8.096,0.022,7.989,0.02,7.873,0.019,7.665,0.14,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,51.178,,4250255999259495552,304.89415671241,1.09250333431188,8.00753933939905,0.893408841894003,,,,,,,,,1.7502569,,,50.6565861667545,-15.4929089209437,3510.5,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,true,true,true
J20198+229,LP 395-008,304.955228,22.943539,304.95565539779,22.943906889425,M3.0 V+,3.0,Lep13,34.080886,0.074003,Gaia2,29.34196,0.063713,Gaia2,,,,,,,,,,,,,,,,,,,,,,,,14.607,0.086,true,APASS9,13.16,0.108,false,PS1,12.2764,0.0063,false,Gaia2,,,,,11.881,0.006,false,APASS9,11.44,0.0,false,CMC15,10.999,0.0016,false,Gaia2,10.155,0.024,false,PS1,9.8573,0.008,false,Gaia2,8.166,0.021,7.52,0.033,7.283,0.018,AAA,false,false,false,2M,7.026,0.044,6.982,0.019,6.893,0.017,6.857,0.098,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Known,1.91,-4.6,1.516,1.84,1829571684890816384,304.95565539779,0.0468944195369766,22.943906889425,0.0419046193255333,34.0808856617207,0.0740025427326466,83.5305465570528,0.101952780695608,106.69437379097,0.0857634209531459,135.502921026697,0.0922508114022092,1.4453254,,,63.5461780247177,-7.50071402880491,3377.0,0.066966094,1829571684890816512,304.955612962956,0.0878353489576448,22.9444357580073,0.0553720493823523,33.9938432744386,0.108189461386487,63.0491264978768,0.1694157802038,122.522381214482,0.106245854478696,137.793055886762,0.122204579469789,12.841416,0.00149713057822981,,,,,,,,,,Delta+,Karmn,true,true,false,false,true,false
