Karmn,Name,RA_J2000,DE_J2000,RA_J2015,DE_J2015,SpType,SpTnum,Ref_SpT,Plx,ePlx,Ref_Plx,d_pc,ed_pc,Ref_d,Lbol,eLbol,Teff,logg,Radius,eRadius,Mass,eMass,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Qf_FUV,Qf_NUV,Ref_FNUV,u_mag,eu_mag,Qf_u,Ref_u,BT_mag,eBT_mag,Qf_BT,Ref_BT,B_mag,eB_mag,Qf_B,Ref_B,g_mag,eg_mag,Qf_g,Ref_g,BP_mag,eBP_mag,Qf_BP,Ref_BP,VT_mag,eVT_mag,Qf_VT,Ref_VT,V_mag,eV_mag,Qf_V,Ref_V,r_mag,er_mag,Qf_r,Ref_r,GG_mag,eGG_mag,Qf_GG,Ref_GG,i_mag,ei_mag,Qf_i,Ref_i,RP_mag,eRP_mag,Qf_RP,Ref_RP,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Qf_J,Qf_H,Qf_Ks,Ref_JHK,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Qf_W1,Qf_W2,Qf_W3,Qf_W4,Ref_Ws,Teff_meta,logg_meta,Meta_meta,Lbol_meta,Lberr_meta,Lbol_lit,Lberr_lit,M_lit,eM_lit,R_lit,eR_lit,Teff_lit,eTeff_lit,Ref_LMRT,Teff_Pas19,eTeff_Pas19,FeH_lit,eFeH_lit,FeH_lit_ref,Binarity,rho,theta,RUWE,DeltaG,gaia_id_1,ra_1,ra_error_1,dec_1,dec_error_1,parallax_1,parallax_error_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,pmtotal_1,pmtotal_error_1,phot_bp_rp_excess_factor_1,radial_velocity_1,radial_velocity_error_1,l_1,b_1,teff_val_1,lum_val_1,gaia_id_2,ra_2,ra_error_2,dec_2,dec_error_2,parallax_2,parallax_error_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,pmtotal_2,pmtotal_error_2,phot_g_mean_mag_2,phot_g_mean_mag_error_2,phot_bp_mean_mag_2,phot_bp_mean_mag_error_2,phot_rp_mean_mag_2,phot_rp_mean_mag_error_2,phot_bp_rp_excess_factor_2,radial_velocity_2,radial_velocity_error_2,Young_YMG,Young_ref,Class,Sample_source,Bool_contam,Bool_delta,Bool_young,Bool_dphot,Bool_RUWE,Bool_excess
I05113+3632,PM J05113+3632,77.836685,36.538979,77.83675010164,36.5384391105628,K7V,-1.0,Lep13,20.693883,0.059196,Gaia2,48.323458,0.138232,Gaia2,0.108215325,0.0032725227,4000,5.0,0.685,0.02,0.6988,0.0253,,,,,,,,,,,,13.36,0.379,false,Tycho2,12.946,0.01,false,UCAC4,12.288,0.02,false,UCAC4,11.8374,0.0015,false,Gaia2,11.751,0.162,false,Tycho2,11.567,0.02,false,UCAC4,10.97,0.02,false,UCAC4,10.9724,6.0E-4,false,Gaia2,10.36,0.02,false,UCAC4,10.0932,9.0E-4,false,Gaia2,8.976,0.021,8.341,0.027,8.189,0.023,AAA,false,false,false,2M,8.074,0.023,8.146,0.021,8.054,0.02,7.851,0.199,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.089,,185684875162751616,77.8367501016401,0.0484846986436871,36.5384391105628,0.0372939586029882,20.6938832454679,0.0591958617189215,10.9041996253907,0.0854423203387164,-114.184191565138,0.0628767479241342,114.703666780337,0.0631168124442672,1.2879385,33.5503042823624,0.362479202795065,169.683913871497,-1.7754423305256,4091.51,0.11192049,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I05333+0406,PM J05333+0406,83.338857,4.10026,83.339425121185,4.1000172514454,K7V,-1.0,Lep13,20.860286,0.612217,Gaia2,47.937981,1.406904,Gaia2,0.23179574,0.018917182,4200,5.0,0.9093,0.043,0.9355,0.0485,,,,,,,,15.053,0.006,false,SDSS9,12.542,0.203,false,Tycho2,11.889,0.07,false,UCAC4,11.308,0.03,false,UCAC4,10.8468,0.003,false,Gaia2,10.849,0.063,false,Tycho2,10.624,0.04,false,UCAC4,10.093,0.07,false,UCAC4,10.0556,4.0E-4,false,Gaia2,9.535,0.02,false,UCAC4,9.2102,0.0021,false,Gaia2,8.123,0.02,7.504,0.026,7.346,0.021,AAA,false,false,false,2M,7.261,0.037,7.335,0.021,7.265,0.017,7.248,0.125,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,17.322,,3236441892590973568,83.3394251211847,0.53916783222453,4.10001725144537,0.464007017177994,20.8602861694229,0.612216633418783,144.050472460116,1.0137573100165,-33.2847890926155,0.875016260759629,147.84591912164,1.0071852148275,1.2818698,2.88209398285011,2.0506193658475,200.015204639949,-15.308425419703,4265.665,0.23222114,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,true,false
I05560+0005S,PM J05560+0005S,89.0221,0.086904,89.021726652787,0.0868865943222,K7V,-1.0,Lep13,25.597611,0.035133,Gaia2,39.066145,0.053619,Gaia2,0.08763242,0.0029597154,4100,5.0,0.5867,0.0174,0.5951,0.0222,,,,,,,,15.492,0.008,false,SDSS9,12.992,0.326,false,Tycho2,12.653,0.04,false,UCAC4,12.063,0.09,false,UCAC4,11.5605,0.0021,false,Gaia2,11.648,0.152,false,Tycho2,11.292,0.02,false,UCAC4,10.732,0.01,false,UCAC4,10.7104,4.0E-4,false,Gaia2,10.192,0.11,false,UCAC4,9.832,0.0011,false,Gaia2,8.739,0.03,8.113,0.063,7.918,0.027,AAA,false,false,false,2M,7.813,0.028,7.851,0.021,7.779,0.019,7.901,0.237,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.071,,3218624650260845952,89.0217266527874,0.032531403330434,0.0868865943222216,0.0333968971697137,25.5976113032974,0.0351332803465369,-76.1118177338425,0.0657826235415961,-7.80161441459317,0.0620865585783103,76.5106135527853,0.065745262993724,1.2917602,-12.5478140834004,0.485368900848245,206.444739664859,-12.2495307473722,4172.02,0.08877649,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I06253+3515,PM J06253+3515,96.327801,35.265373,96.327855494299,35.2645365522267,K7V,-1.0,Lep13,29.206063,0.039738,Gaia2,34.239466,0.046587,Gaia2,0.08506755,0.002134506,4000,5.0,0.6073,0.017,0.6168,0.022,,,19.837,0.09,,false,GALEX,,,,,12.24,0.199,false,Tycho2,12.501,0.04,false,UCAC4,11.838,0.06,false,UCAC4,11.3853,0.0017,false,Gaia2,11.223,0.11,false,Tycho2,11.119,0.03,false,UCAC4,10.529,0.05,false,UCAC4,10.5015,4.0E-4,false,Gaia2,9.9,0.03,false,UCAC4,9.6027,0.0018,false,Gaia2,8.464,0.019,7.812,0.017,7.646,0.018,AAA,false,false,false,2M,7.511,0.031,7.564,0.02,7.506,0.018,7.297,0.121,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.811,,942668050717947520,96.3278554942988,0.0350498226918551,35.2645365522267,0.0325628266084135,29.2060633102406,0.0397380118870164,6.90944648068102,0.0673981313223668,-179.714489431748,0.0586029963379859,179.847263427563,0.0586169501950095,1.2997143,21.4773375336329,0.380917338756287,178.495855013654,10.4049040962006,4096.053,0.08645438,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I06362+4916,PM J06362+4916,99.069605,49.268486,99.069737292285,49.2690936838261,K7V,-1.0,Lep13,32.792671,0.623553,Gaia2,30.494619,0.579856,Gaia2,0.09546417,0.006212608,4000,4.5,0.6434,0.0264,0.6549,0.0309,,,19.83,0.063,,false,GALEX,,,,,12.163,0.171,false,Tycho2,12.128,0.04,false,UCAC4,11.496,0.02,false,UCAC4,11.0283,0.0023,false,Gaia2,10.829,0.075,false,Tycho2,10.773,0.07,false,UCAC4,10.222,0.06,false,UCAC4,10.1545,7.0E-4,false,Gaia2,9.572,0.06,false,UCAC4,9.2505,0.002,false,Gaia2,8.086,0.02,7.492,0.016,7.296,0.027,AAA,false,false,false,2M,7.171,0.032,7.16,0.019,7.121,0.018,7.107,0.1,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,-0.28,0.01,APOGEE,,,,13.684,,967828067920022528,99.0697372922852,0.582898726587326,49.2690936838261,0.526846685610319,32.7926707823744,0.623553080738651,39.6697737539236,0.8497249441792,108.934437441903,0.785239559028805,115.932750379138,0.79306100560429,1.3073627,,,166.100900776639,17.8877661197668,4118.12,0.093149826,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,true,false
I06409+6353,PM J06409+6353,100.236415,63.890293,100.236607309,63.8911951487481,K7V,-1.0,Lep13,26.109626,0.063511,Gaia2,38.300051,0.093164,Gaia2,0.114374,0.0036305613,4000,5.0,0.7042,0.0209,0.7191,0.0262,,,20.447,0.177,,false,GALEX,,,,,13.048,0.249,false,Tycho2,12.405,0.08,false,UCAC4,11.776,0.06,false,UCAC4,11.2963,5.0E-4,false,Gaia2,11.275,0.081,false,Tycho2,11.01,0.06,false,UCAC4,10.427,0.05,false,UCAC4,10.4225,3.0E-4,false,Gaia2,9.806,0.07,false,UCAC4,9.5303,3.0E-4,false,Gaia2,8.38,0.023,7.743,0.021,7.569,0.023,AAA,false,false,false,2M,7.46,0.032,7.478,0.02,7.402,0.017,7.399,0.136,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.755,,1100415327551343488,100.236607309,0.0245399437015996,63.8911951487481,0.0376107447025029,26.1096255135055,0.0635110813797,18.8904946500558,0.0511366635596395,187.464627841984,0.0715241264453257,188.414005530527,0.0713481797227906,1.2968009,-65.7915857803566,1.88894800850082,151.471008210846,23.0498559101359,4125.3975,0.114299454,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,true,false
I06464+0521,PM J06464+0521,101.609254,5.354189,101.609537789658,5.3541656393937,K7V,-1.0,Lep13,23.34291,0.051073,Gaia2,42.83956,0.093731,Gaia2,0.113366574,0.002475312,4200,5.0,0.6359,0.0167,0.647,0.022,,,,,,,,,,,,12.889,0.275,false,Tycho2,12.417,0.06,false,UCAC4,11.76,0.04,false,UCAC4,11.3818,0.001,false,Gaia2,11.563,0.121,false,Tycho2,11.087,0.03,false,UCAC4,10.534,0.04,false,UCAC4,10.5885,5.0E-4,false,Gaia2,10.047,0.02,false,UCAC4,9.7478,0.0015,false,Gaia2,8.685,0.021,8.079,0.034,7.889,0.023,AAA,false,false,false,2M,7.79,0.027,7.849,0.02,7.787,0.02,7.674,0.182,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,4.17,77.4,1.13,6.21,3132297422523121408,101.609537789658,0.0396523517144812,5.35416563939371,0.0426233877623357,23.342910361892,0.0510732686672874,59.6813418289127,0.0749699559801363,-0.694341330260401,0.0672431019249051,59.6853807257894,0.0749689641486234,1.277113,14.7879460374477,0.524908485186777,207.597145951709,1.33048831896778,4273.11,0.11309064,3132297388161505152,101.608403170504,0.0881640093500704,5.35391104963461,0.159987284372602,0.496194208721606,0.203856533317947,1.06909569785099,0.191929075166239,-0.604378482469196,0.159322460341946,1.22810380719028,0.184561619513354,16.801926,0.00178659684322932,17.077917,0.0722467153596982,15.742444,0.0481549434263226,1.6989611,,,,,,Lep13,false,false,false,false,false,false
I06548+3427,PM J06548+3427,103.723823,34.453552,103.723859007923,34.4532295223831,K7V,-1.0,Lep13,30.917077,0.17275,Gaia2,32.344584,0.180727,Gaia2,0.104234986,0.0035028062,4000,4.5,0.6723,0.0202,0.6854,0.0254,,,,,,,,,,,,12.903,0.309,false,Tycho2,12.095,0.05,false,UCAC4,11.452,0.04,false,UCAC4,11.0482,0.0028,false,Gaia2,11.18,0.097,false,Tycho2,10.73,0.07,false,UCAC4,10.19,0.06,false,UCAC4,10.1847,0.0012,false,Gaia2,9.575,0.05,false,UCAC4,9.3069,0.0031,false,Gaia2,8.121,0.018,7.552,0.034,7.347,0.02,AAA,false,false,false,2M,7.203,0.032,7.235,0.022,7.161,0.02,6.972,0.13,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,3.505,,939350373163108736,103.723859007923,0.130977183019358,34.4532295223831,0.133100683291033,30.9170769399158,0.172750366457875,15.4059713769576,0.252865419615908,-56.2624501676101,0.219480062280192,58.333585976952,0.221971634201257,1.2872279,16.2259831020563,0.820844429819096,181.808647809801,15.6069233783897,4133.0,0.10101333,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,true,false
I06589+2842,PM J06589+2842,104.744008,28.716389,104.743869756579,28.7157680091153,K7V,-1.0,Lep13,25.321096,0.041789,Gaia2,39.492762,0.065178,Gaia2,0.09169952,0.0029505896,4000,5.0,0.6305,0.0187,0.6413,0.0238,,,19.588,0.068,,false,GALEX,15.733,0.01,false,SDSS9,15.167,1.03,true,Tycho2,12.732,0.03,false,UCAC4,12.084,0.04,false,UCAC4,11.6123,0.0021,false,Gaia2,11.426,0.123,false,Tycho2,11.327,0.09,false,UCAC4,10.774,0.06,false,UCAC4,10.7343,5.0E-4,false,Gaia2,10.133,0.06,false,UCAC4,9.8395,0.0014,false,Gaia2,8.66,0.02,8.027,0.021,7.898,0.024,AAA,false,false,false,2M,7.784,0.026,7.827,0.02,7.762,0.02,7.706,0.228,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.041,,887456658443952256,104.743869756579,0.0367357358727106,28.7157680091153,0.0351672694424551,25.3210956204597,0.041789275168086,-27.1040231514394,0.0698498500967939,-115.664403716759,0.062208600974695,118.797652999321,0.0626293621714889,1.2978239,16.5176152128634,0.208317201321398,187.625530352591,14.1670791575993,4188.59,0.087925464,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I07057+2728,PM J07057+2728,106.426027,27.470877,106.425778600913,27.4704131581817,K7V,-1.0,Lep13,43.756688,0.051286,Gaia2,22.853649,0.026786,Gaia2,0.08414262,0.005942716,4100,5.0,0.5749,0.0247,0.5826,0.0288,,,,,,,,,,,,11.742,0.086,false,Tycho2,11.5,0.04,false,UCAC4,10.976,0.09,false,UCAC4,10.4103,0.0022,false,Gaia2,10.385,0.045,false,Tycho2,10.184,0.02,false,UCAC4,9.74,0.14,false,UCAC4,9.577,5.0E-4,false,Gaia2,9.402,0.65,false,UCAC4,8.7113,0.0019,false,Gaia2,7.596,0.024,6.959,0.023,6.781,0.021,AAA,false,false,false,2M,6.694,0.067,6.699,0.022,6.692,0.015,6.655,0.075,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.933,,884039857341503616,106.425778600913,0.043098666953209,27.4704131581817,0.0422416697611308,43.7566880983668,0.0512855832363104,-48.7930424707935,0.0728228730428574,-97.0096324849215,0.0658863717315271,108.589271055736,0.0673444576351276,1.285945,-23.1190072351126,1.09194626598018,189.413558044416,15.0379878355149,4187.8735,0.08551843,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I07245+1836,PM J07245+1836,111.134259,18.60898,111.134566515608,18.6087052935821,K7V,-1.0,Lep13,19.99178,0.051539,Gaia2,50.02056,0.128954,Gaia2,,,,,,,,,,,20.225,0.181,,false,GALEX,,,,,12.835,0.285,false,Tycho2,12.561,0.02,false,UCAC4,11.917,0.03,false,UCAC4,11.6314,0.0029,false,Gaia2,11.606,0.127,false,Tycho2,11.269,0.02,false,UCAC4,10.698,0.02,false,UCAC4,10.8267,5.0E-4,false,Gaia2,10.071,0.02,false,UCAC4,9.9269,0.012,false,Gaia2,8.589,0.023,7.963,0.021,7.773,0.015,AAA,false,false,false,2M,7.642,0.026,7.695,0.019,7.65,0.02,7.71,0.171,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,New,1.84,-33.1,1.021,1.78,3362527426434765696,111.134566515608,0.0470382036361555,18.6087052935821,0.0440558352947043,19.9917795202976,0.051539011778386,53.5513120558239,0.0902572914115147,-36.3488999452023,0.0767521408327324,64.7223728715701,0.0862263198869201,1.3251581,,,199.626001230805,15.4799773247961,4190.5127,0.12939647,3362527426434825088,111.134283439233,0.200150156125333,18.6091389438903,0.115468277677502,,,,,,,,,12.602278,0.00241798070481819,,,,,,,,,,,Lep13,true,true,false,false,false,false
I07313+0622,PM J07313+0622,112.849405,6.369653,112.84919631204,6.3691289230857,K7V,-1.0,Lep13,20.643169,0.055303,Gaia2,48.442175,0.129776,Gaia2,0.11147832,0.0038392306,4100,4.5,0.6617,0.0198,0.6742,0.0249,,,,,,,,,,,,,,,,12.867,0.05,false,UCAC4,12.248,0.07,false,UCAC4,11.7729,0.0013,false,Gaia2,,,,,11.555,0.04,false,UCAC4,10.964,0.04,false,UCAC4,10.9363,5.0E-4,false,Gaia2,10.337,0.15,false,UCAC4,10.0657,0.0015,false,Gaia2,8.982,0.024,8.31,0.024,8.172,0.023,AAA,false,false,false,2M,8.086,0.024,8.134,0.019,8.052,0.021,8.006,0.262,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.978,,3141719786195912320,112.84919631204,0.0446975977390493,6.36912892308567,0.034105410147875,20.6431688191631,0.0553027235291135,-50.3472144565163,0.0799188023523797,-124.383574739593,0.0570134238068871,134.186868465325,0.0607624432385721,1.289174,0.905342573915673,1.15107288599528,211.754422712613,11.7720462789576,4218.62,0.108025536,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I08113+4734,PM J08113+4734,122.834988,47.581352,122.833697555039,47.5810967547443,K7V,-1.0,Lep13,25.863868,0.054863,Gaia2,38.663977,0.082016,Gaia2,,,,,,,,,,,,,,,,15.353,0.006,false,SDSS9,13.495,0.373,false,Tycho2,12.696,0.01,false,UCAC4,12.021,0.01,false,UCAC4,11.5571,0.0074,false,Gaia2,11.502,0.109,false,Tycho2,11.295,0.01,false,UCAC4,10.721,0.01,false,UCAC4,10.7817,4.0E-4,false,Gaia2,10.057,0.01,false,UCAC4,9.7514,0.01,false,Gaia2,8.477,0.021,7.852,0.017,7.684,0.021,AAA,false,false,false,2M,7.552,0.031,7.557,0.02,7.496,0.019,7.439,0.134,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,-0.17,0.01,APOGEE,Known,1.28,21.7,1.046,1.82,929917388030867968,122.833697555039,0.033700777717816,47.5810967547443,0.0310184243190016,25.8638681279887,0.0548634968894918,-183.759174028416,0.0763704281410615,-33.3189599276916,0.0480686740374785,186.755420618168,0.0756329427133395,1.4594185,10.2997603633789,0.341378905473369,171.888303904544,32.799165785525,4088.8901,0.0855401,929917392326421248,122.833833888923,0.230090638743974,47.5814392767684,0.052312346122934,,,,,,,,,12.596988,0.00246530415811149,,,,,,,,,,,Lep13,true,true,false,false,false,false
I08192+5752,PM J08192+5752,124.807988,57.87447,124.80835584543,57.8741073563257,K7V,-1.0,Lep13,19.670685,0.037498,Gaia2,50.83707,0.09691,Gaia2,,,,,,,,,,,19.77,0.086,,false,GALEX,15.663,0.01,false,SDSS9,13.344,0.297,false,Tycho2,12.493,0.01,false,UCAC4,11.918,0.01,false,UCAC4,11.4882,0.0018,false,Gaia2,11.516,0.088,false,Tycho2,11.261,0.01,false,UCAC4,10.717,0.01,false,UCAC4,10.7381,5.0E-4,false,Gaia2,10.194,0.01,false,UCAC4,9.8997,0.0038,false,Gaia2,8.798,0.021,8.195,0.017,8.053,0.015,AAA,false,false,false,2M,7.949,0.024,8.014,0.02,7.905,0.02,7.968,0.19,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,New,1.47,-86.7,1.079,3.42,1035141033060733440,124.80835584543,0.0318313378802301,57.8741073563257,0.0310163965083107,19.6706852600699,0.0374977736363375,39.6598028450247,0.0636359535328586,-79.7608831621918,0.0596182926943882,89.0769243099415,0.0604359443967522,1.2894826,-12.2071687835551,0.250274574146904,159.575919405264,34.2681087666565,4323.0,0.1353473,1035141033061699456,124.809121909487,0.124844728006549,57.8740636882692,0.296308065510796,19.7086060930211,0.141847153331377,40.6634786361387,0.229289146003867,-72.2310387648864,0.462315533495468,82.8905390008186,0.418271202717088,14.159865,0.00671054509898454,,,,,,,,,,,Lep13,true,true,false,false,false,false
I08368+3557N,PM J08368+3557N,129.207489,35.958038,129.207635898651,35.9576453179382,K7V,-1.0,Lep13,15.940399,0.160962,Gaia2,62.733687,0.633468,Gaia2,,,,,,,,,,,,,,,,16.201,0.011,false,SDSS9,12.5,0.2,false,Tycho2,12.369,0.03,false,UCAC4,11.827,0.04,false,UCAC4,11.4999,0.0015,false,Gaia2,11.251,0.084,false,Tycho2,11.148,0.04,false,UCAC4,10.627,0.03,false,UCAC4,10.7659,3.0E-4,false,Gaia2,10.045,0.02,false,UCAC4,9.9494,8.0E-4,false,Gaia2,8.542,0.019,8.01,0.018,7.718,0.014,EAE,true,false,true,2M,7.576,0.029,7.635,0.02,7.591,0.017,7.479,0.183,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Known,3.1,-16.9,3.495,1.7,909745610268153984,129.207635898651,0.119703068284628,35.9576453179382,0.0795449227794488,15.9403990738389,0.160961949095822,33.7252012472117,0.222563948260476,-102.866357170939,0.155244681128565,108.253760381726,0.163001282380471,1.2766229,-49.2269136730585,0.282198313600396,186.614154301119,35.9783725376043,4377.3335,0.19580305,909745614563731712,129.207890493185,0.330863337124349,35.9568081566338,0.102318250863437,19.2454867953059,0.307240203156363,38.6324696245222,0.546896352797492,-106.595361850179,0.229530890444822,113.380063843959,0.285118790640875,12.47003,0.00107689357410982,13.603542,0.00388240169586026,11.324654,0.00754623967069111,1.4815202,,,,,,Lep13,true,true,false,false,true,false
I08547+1230,LP 486-55,133.693181,12.505588,133.69151631688,12.5044693443505,K7V,-1.0,Lep13,24.717204,0.038106,Gaia2,40.45765,0.062373,Gaia2,,,,,,,,,,,19.938,0.101,,false,GALEX,15.433,0.007,false,SDSS9,12.837,0.259,false,Tycho2,12.375,0.05,false,UCAC4,11.706,0.03,false,UCAC4,11.3084,7.0E-4,false,Gaia2,11.382,0.098,false,Tycho2,11.045,0.03,false,UCAC4,10.493,0.01,false,UCAC4,10.4702,3.0E-4,false,Gaia2,9.855,0.1,false,UCAC4,9.5973,5.0E-4,false,Gaia2,8.401,0.024,7.767,0.018,7.603,0.019,AAA,false,false,false,2M,7.412,0.033,7.509,0.02,7.454,0.018,7.396,0.142,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Known,2.44,75.4,0.92,3.3,605060737664539648,133.69151631688,0.0326089931580663,12.5044693443505,0.0186164149915173,24.7172041204885,0.0381062533848154,-320.270402501141,0.0644349187735363,-224.076871446611,0.045135961571583,390.875395791989,0.0587955800088371,1.2906604,88.072590490049,0.296142481860207,215.354211986548,32.9595677923434,4147.3574,0.12048089,605060737664539392,133.692187615239,0.177298827188265,12.5046437269085,0.251943857474697,24.3598221282936,0.0859472359435922,-322.662420101757,0.425706888981189,-232.34624435173,0.548128843010246,397.612643926569,0.471100703383687,13.765374,0.00199005143600133,14.77657,0.0243801720083705,12.338648,0.0140697067840996,1.874192,,,,,,Lep13,true,true,false,false,false,false
I08554+7047N,PM J08554+7047N,133.85331,70.794144,133.836115893569,70.7921383719605,K7V,-1.0,Lep13,86.320955,0.043166,Gaia2,11.584673,0.005793,Gaia2,,,,,,,,,20.247,0.175,16.791,0.02,false,false,GALEX,,,,,10.326,0.027,false,Tycho2,10.376,0.0,true,UCAC4,,,,,8.9085,0.0019,false,Gaia2,8.812,0.013,false,Tycho2,8.812,0.0,true,UCAC4,,,,,8.0626,5.0E-4,false,Gaia2,7.345,0.0,false,PS1,7.1801,0.0021,false,Gaia2,5.431,0.035,4.72,0.018,4.559,0.021,AAA,false,false,false,2M,4.469,0.315,4.071,0.112,4.566,0.024,4.395,0.028,BBAA,false,true,false,false,WISE,,,,,,,,,,,,,,,,,,,,Known,3.09,-13.5,1.213,0.21,1118916393099266048,133.836115893569,0.0294081619052341,70.7921383719605,0.0476449321006321,86.3209552359592,0.0431658217055974,-1353.97689323541,0.0647597655042555,-418.410635156129,0.0849452978143133,1417.1523866639,0.0667626197441172,1.2966651,,,143.215142254261,35.5421645639434,4081.56,0.09440099,1118916393099060992,133.835909873567,0.0300913498911054,70.7929935791099,0.0393195257814195,86.3786038176223,0.0407485388025868,-1329.10329961495,0.0808399411942954,-306.771760773712,0.0863079957991478,1364.0471011866,0.0811253608661167,8.2694645,5.26286374709706E-4,9.155721,0.00230890921150701,7.3532057,0.00224098931345201,1.3147821,,,,,,Lep13,true,true,false,false,false,false
I08590+0151,PM J08590+0151,134.759368,1.864827,134.759199666905,1.8643629505329,K7V,-1.0,Lep13,37.28,6.13,HIP2,30.98,2.85,HIP2,,,,,,,,,,,18.868,0.072,,false,GALEX,15.186,0.007,false,SDSS9,12.504,0.192,false,Tycho2,11.57,0.01,false,UCAC4,11.032,0.07,false,UCAC4,10.9599,0.0038,true,Gaia2,10.687,0.053,false,Tycho2,10.36,0.02,false,UCAC4,9.823,0.03,false,UCAC4,10.2882,2.0E-4,true,Gaia2,9.317,0.05,false,UCAC4,9.1574,0.0066,true,Gaia2,7.969,0.02,7.374,0.026,7.191,0.029,AAA,false,false,false,2M,7.009,0.039,7.135,0.02,7.106,0.017,6.979,0.091,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Known,1.73,-30.2,0.875,0.68,576970105361183616,134.759199666905,0.0515780993151536,1.86436295053293,0.0754918047071305,,,,,,,,,1.6020032,22.6040298272736,6.85514288044387,226.951905139743,29.0049992583361,4392.61,,576970105360152192,134.758957231537,0.14182533732003,1.86477873751063,0.118480140165501,24.4313816316281,0.279689668857673,-50.0587040442911,0.455896326133714,-61.3886976067243,0.527493336342416,79.2114009751359,0.500129913644541,10.969184,6.05359487192184E-4,11.156155,0.115207650715975,9.730016,0.153230826461083,1.9509866,,,,,,Lep13,true,true,false,false,false,true
I09175+7714,PM J09175+7714,139.377982,77.244591,,,K7V,-1.0,Lep13,36.74,3.39,HIP2,25.71,2.0,HIP2,0.12588666,0.020626986,4000,4.5,0.7388,0.0633,0.7556,0.0684,,,19.03,0.085,,false,GALEX,,,,,12.087,0.111,false,Tycho2,10.903,0.0,false,UCAC4,11.126,0.161,false,PS1,,,,,10.396,0.035,false,Tycho2,,,,,9.677,0.026,false,PS1,,,,,9.029,0.001,false,PS1,,,,,7.398,0.024,6.755,0.021,6.602,0.026,AAA,false,false,false,2M,6.471,0.078,6.382,0.027,6.418,0.015,6.303,0.049,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
