Teff,logg,U-B,B-V,V-Ic,Rc-Ic,J-H,H-Ks,V-Ks,Ks-W1,Ks-W2,Ks-W3,Ks-W4,V-Vt,Bt-Vt,V-Hp,Model
7500,5.0,-0.118,0.293,0.329,0.143,0.132,0.007,0.617,0.017,0.017,0.015,-0.014,-0.033,0.324,-0.038,ATLAS9
7750,3.0,0.211,0.133,0.176,0.07,0.076,0.018,0.393,0.032,0.037,0.04,0.011,-0.01,0.173,0.007,ATLAS9
7750,3.5,0.147,0.178,0.2,0.08,0.08,0.017,0.418,0.027,0.031,0.032,0.002,-0.017,0.217,-0.008,ATLAS9
7750,4.0,0.071,0.213,0.227,0.092,0.087,0.014,0.448,0.023,0.025,0.025,-0.005,-0.022,0.251,-0.019,ATLAS9
7750,4.5,-0.011,0.238,0.254,0.105,0.096,0.011,0.481,0.019,0.02,0.018,-0.011,-0.025,0.274,-0.025,ATLAS9
7750,5.0,-0.098,0.26,0.28,0.119,0.107,0.006,0.512,0.016,0.016,0.013,-0.017,-0.028,0.293,-0.03,ATLAS9
8000,3.0,0.203,0.09,0.129,0.047,0.059,0.016,0.3,0.03,0.035,0.036,0.006,-0.005,0.128,0.021,ATLAS9
8000,3.5,0.163,0.127,0.149,0.055,0.062,0.015,0.322,0.027,0.03,0.031,0.0,-0.01,0.167,0.008,ATLAS9
8000,4.0,0.093,0.171,0.175,0.066,0.066,0.014,0.348,0.022,0.024,0.023,-0.008,-0.016,0.211,-0.007,ATLAS9
8000,4.5,0.011,0.205,0.203,0.08,0.074,0.01,0.379,0.018,0.018,0.016,-0.014,-0.022,0.241,-0.017,ATLAS9
8000,5.0,-0.076,0.231,0.23,0.094,0.084,0.005,0.41,0.016,0.015,0.011,-0.019,-0.026,0.264,-0.024,ATLAS9
8250,3.0,0.183,0.053,0.089,0.027,0.044,0.013,0.218,0.029,0.033,0.033,0.002,0.0,0.09,0.033,ATLAS9
8250,3.5,0.161,0.086,0.106,0.035,0.046,0.014,0.237,0.025,0.028,0.027,-0.004,-0.005,0.126,0.021,ATLAS9
8250,4.0,0.109,0.128,0.127,0.044,0.049,0.012,0.258,0.022,0.023,0.022,-0.009,-0.012,0.167,0.007,ATLAS9
8250,4.5,0.03,0.171,0.154,0.056,0.054,0.01,0.285,0.018,0.017,0.015,-0.017,-0.017,0.209,-0.007,ATLAS9
8250,5.0,-0.055,0.202,0.183,0.07,0.064,0.004,0.316,0.015,0.013,0.01,-0.022,-0.022,0.237,-0.017,ATLAS9
8500,3.0,0.15,0.02,0.057,0.011,0.032,0.01,0.149,0.028,0.032,0.031,0.0,0.005,0.055,0.045,ATLAS9
8500,3.5,0.141,0.053,0.07,0.017,0.032,0.012,0.163,0.025,0.027,0.025,-0.007,0.0,0.092,0.032,ATLAS9
8500,4.0,0.109,0.09,0.087,0.025,0.035,0.012,0.181,0.021,0.022,0.02,-0.013,-0.007,0.129,0.019,ATLAS9
8500,4.5,0.046,0.135,0.109,0.034,0.038,0.009,0.201,0.018,0.018,0.014,-0.018,-0.014,0.173,0.003,ATLAS9
8500,5.0,-0.037,0.174,0.138,0.048,0.046,0.004,0.229,0.014,0.012,0.008,-0.025,-0.019,0.211,-0.009,ATLAS9
8750,3.0,0.109,-0.007,0.031,-0.002,0.024,0.006,0.091,0.026,0.03,0.029,-0.003,0.009,0.025,0.054,ATLAS9
8750,3.5,0.112,0.024,0.04,0.002,0.022,0.009,0.1,0.024,0.026,0.024,-0.009,0.003,0.06,0.042,ATLAS9
8750,4.0,0.094,0.06,0.053,0.008,0.023,0.009,0.112,0.022,0.022,0.019,-0.014,-0.003,0.099,0.028,ATLAS9
8750,4.5,0.05,0.1,0.072,0.017,0.027,0.008,0.131,0.018,0.017,0.013,-0.02,-0.009,0.139,0.015,ATLAS9
8750,5.0,-0.024,0.145,0.096,0.027,0.031,0.004,0.151,0.014,0.012,0.007,-0.027,-0.016,0.182,-0.001,ATLAS9
9000,3.0,0.067,-0.028,0.011,-0.012,0.017,0.003,0.042,0.024,0.027,0.025,-0.007,0.012,0.002,0.062,ATLAS9
9000,3.5,0.078,-0.001,0.017,-0.01,0.015,0.005,0.048,0.023,0.024,0.022,-0.011,0.007,0.033,0.051,ATLAS9
9000,4.0,0.07,0.033,0.026,-0.006,0.014,0.007,0.056,0.021,0.021,0.018,-0.015,0.001,0.07,0.038,ATLAS9
9000,4.5,0.039,0.071,0.041,0.002,0.016,0.006,0.069,0.018,0.017,0.013,-0.021,-0.005,0.11,0.024,ATLAS9
9000,5.0,-0.018,0.114,0.061,0.011,0.019,0.004,0.086,0.014,0.012,0.007,-0.027,-0.012,0.152,0.009,ATLAS9
9250,3.0,0.025,-0.045,-0.005,-0.021,0.011,-0.001,-0.001,0.022,0.023,0.02,-0.013,0.014,-0.019,0.069,ATLAS9
9250,3.5,0.042,-0.022,-0.002,-0.02,0.009,0.002,0.003,0.021,0.021,0.018,-0.015,0.01,0.01,0.059,ATLAS9
9250,4.0,0.041,0.01,0.005,-0.016,0.007,0.005,0.009,0.019,0.018,0.015,-0.019,0.004,0.045,0.046,ATLAS9
9250,4.5,0.02,0.047,0.016,-0.011,0.007,0.005,0.018,0.016,0.015,0.011,-0.023,-0.002,0.084,0.033,ATLAS9
9250,5.0,-0.024,0.088,0.031,-0.004,0.01,0.003,0.03,0.014,0.012,0.007,-0.028,-0.009,0.125,0.018,ATLAS9
9500,3.0,-0.017,-0.06,-0.017,-0.028,0.007,-0.005,-0.038,0.019,0.019,0.014,-0.02,0.017,-0.035,0.076,ATLAS9
9500,3.5,0.005,-0.04,-0.017,-0.028,0.003,-0.001,-0.036,0.018,0.018,0.013,-0.021,0.013,-0.01,0.067,ATLAS9
9500,4.0,0.011,-0.011,-0.013,-0.027,0.002,0.001,-0.032,0.017,0.016,0.011,-0.023,0.008,0.024,0.055,ATLAS9
9500,4.5,-0.002,0.025,-0.005,-0.022,0.001,0.002,-0.027,0.016,0.014,0.009,-0.025,0.001,0.062,0.04,ATLAS9
9500,5.0,-0.037,0.066,0.008,-0.015,0.003,0.001,-0.018,0.013,0.011,0.005,-0.029,-0.006,0.103,0.025,ATLAS9
9750,3.0,-0.059,-0.071,-0.028,-0.034,0.002,-0.008,-0.072,0.016,0.015,0.008,-0.027,0.018,-0.049,0.081,ATLAS9
9750,3.5,-0.033,-0.054,-0.03,-0.035,-0.001,-0.005,-0.072,0.016,0.014,0.008,-0.027,0.015,-0.027,0.072,ATLAS9
9750,4.0,-0.022,-0.027,-0.028,-0.034,-0.004,-0.001,-0.069,0.015,0.012,0.006,-0.028,0.01,0.004,0.061,ATLAS9
9750,4.5,-0.028,0.006,-0.021,-0.031,-0.004,-0.001,-0.065,0.014,0.011,0.006,-0.029,0.004,0.041,0.048,ATLAS9
9750,5.0,-0.056,0.046,-0.012,-0.025,-0.003,-0.001,-0.059,0.012,0.009,0.002,-0.033,-0.003,0.082,0.032,ATLAS9
10000,3.0,-0.101,-0.08,-0.037,-0.039,-0.001,-0.012,-0.103,0.013,0.01,0.001,-0.034,0.019,-0.06,0.084,ATLAS9
10000,3.5,-0.071,-0.066,-0.041,-0.041,-0.005,-0.008,-0.104,0.013,0.01,0.002,-0.033,0.016,-0.042,0.078,ATLAS9
10000,4.0,-0.055,-0.043,-0.04,-0.041,-0.008,-0.005,-0.102,0.013,0.009,0.002,-0.034,0.012,-0.013,0.068,ATLAS9
10000,4.5,-0.056,-0.011,-0.036,-0.039,-0.009,-0.003,-0.099,0.011,0.008,0.001,-0.035,0.007,0.023,0.054,ATLAS9
10000,5.0,-0.076,0.027,-0.029,-0.034,-0.009,-0.003,-0.096,0.011,0.007,0.0,-0.036,0.0,0.063,0.039,ATLAS9
10250,3.0,-0.143,-0.088,-0.044,-0.044,-0.006,-0.015,-0.131,0.011,0.007,-0.004,-0.041,0.021,-0.07,0.089,ATLAS9
10250,3.5,-0.11,-0.076,-0.05,-0.047,-0.009,-0.011,-0.133,0.011,0.007,-0.003,-0.04,0.018,-0.054,0.082,ATLAS9
10250,4.0,-0.09,-0.056,-0.05,-0.047,-0.012,-0.008,-0.132,0.011,0.006,-0.003,-0.039,0.015,-0.028,0.074,ATLAS9
10250,4.5,-0.085,-0.027,-0.048,-0.045,-0.014,-0.005,-0.13,0.009,0.005,-0.004,-0.041,0.009,0.005,0.061,ATLAS9
10250,5.0,-0.099,0.009,-0.042,-0.041,-0.013,-0.006,-0.128,0.009,0.004,-0.004,-0.041,0.003,0.044,0.046,ATLAS9
10500,3.0,-0.183,-0.094,-0.051,-0.048,-0.008,-0.018,-0.157,0.008,0.003,-0.01,-0.048,0.022,-0.078,0.092,ATLAS9
10500,3.5,-0.147,-0.086,-0.057,-0.051,-0.012,-0.014,-0.159,0.008,0.003,-0.009,-0.046,0.02,-0.064,0.087,ATLAS9
10500,4.0,-0.125,-0.067,-0.059,-0.052,-0.016,-0.011,-0.16,0.009,0.003,-0.008,-0.045,0.017,-0.04,0.078,ATLAS9
10500,4.5,-0.116,-0.041,-0.058,-0.051,-0.017,-0.009,-0.159,0.008,0.002,-0.008,-0.045,0.012,-0.01,0.067,ATLAS9
10500,5.0,-0.124,-0.005,-0.055,-0.048,-0.018,-0.008,-0.158,0.007,0.001,-0.009,-0.046,0.005,0.028,0.052,ATLAS9
10750,3.0,-0.222,-0.1,-0.057,-0.052,-0.012,-0.02,-0.181,0.006,0.0,-0.015,-0.054,0.023,-0.085,0.095,ATLAS9
10750,3.5,-0.184,-0.093,-0.064,-0.055,-0.016,-0.017,-0.185,0.006,0.0,-0.014,-0.052,0.021,-0.073,0.09,ATLAS9
10750,4.0,-0.16,-0.076,-0.068,-0.057,-0.019,-0.014,-0.186,0.006,0.0,-0.013,-0.05,0.018,-0.052,0.082,ATLAS9
10750,4.5,-0.148,-0.052,-0.067,-0.056,-0.021,-0.011,-0.185,0.006,-0.001,-0.013,-0.051,0.014,-0.023,0.072,ATLAS9
10750,5.0,-0.15,-0.02,-0.065,-0.054,-0.021,-0.01,-0.184,0.005,-0.002,-0.013,-0.052,0.007,0.012,0.058,ATLAS9
11000,3.0,-0.26,-0.105,-0.063,-0.056,-0.015,-0.022,-0.203,0.004,-0.004,-0.02,-0.06,0.023,-0.093,0.098,ATLAS9
11000,3.5,-0.221,-0.1,-0.07,-0.06,-0.019,-0.019,-0.207,0.004,-0.004,-0.019,-0.058,0.023,-0.081,0.094,ATLAS9
11000,4.0,-0.194,-0.084,-0.075,-0.061,-0.021,-0.017,-0.21,0.004,-0.003,-0.017,-0.056,0.019,-0.062,0.086,ATLAS9
11000,4.5,-0.179,-0.063,-0.076,-0.062,-0.023,-0.014,-0.209,0.003,-0.004,-0.018,-0.056,0.015,-0.035,0.076,ATLAS9
11000,5.0,-0.178,-0.033,-0.073,-0.059,-0.024,-0.013,-0.209,0.003,-0.004,-0.017,-0.056,0.01,-0.002,0.064,ATLAS9
11250,3.0,-0.296,-0.111,-0.067,-0.059,-0.018,-0.024,-0.223,0.002,-0.006,-0.024,-0.066,0.025,-0.099,0.101,ATLAS9
11250,3.5,-0.256,-0.105,-0.076,-0.063,-0.021,-0.022,-0.229,0.002,-0.007,-0.024,-0.064,0.023,-0.089,0.097,ATLAS9
11250,4.0,-0.227,-0.092,-0.081,-0.065,-0.024,-0.019,-0.232,0.002,-0.007,-0.022,-0.062,0.02,-0.071,0.09,ATLAS9
11250,4.5,-0.211,-0.072,-0.082,-0.065,-0.026,-0.017,-0.232,0.002,-0.007,-0.022,-0.061,0.017,-0.046,0.081,ATLAS9
11250,5.0,-0.207,-0.043,-0.082,-0.064,-0.027,-0.016,-0.233,0.002,-0.007,-0.021,-0.061,0.011,-0.015,0.068,ATLAS9
11500,3.0,-0.329,-0.116,-0.072,-0.062,-0.021,-0.026,-0.243,0.001,-0.008,-0.028,-0.071,0.026,-0.105,0.104,ATLAS9
11500,3.5,-0.29,-0.11,-0.082,-0.067,-0.024,-0.023,-0.249,0.0,-0.01,-0.028,-0.07,0.024,-0.095,0.099,ATLAS9
11500,4.0,-0.261,-0.098,-0.087,-0.069,-0.027,-0.021,-0.252,0.0,-0.01,-0.027,-0.067,0.022,-0.078,0.093,ATLAS9
11500,4.5,-0.242,-0.08,-0.089,-0.069,-0.028,-0.02,-0.254,0.0,-0.009,-0.025,-0.065,0.018,-0.055,0.084,ATLAS9
11500,5.0,-0.236,-0.053,-0.089,-0.068,-0.03,-0.018,-0.255,0.0,-0.009,-0.025,-0.065,0.013,-0.026,0.073,ATLAS9
11750,3.0,-0.361,-0.121,-0.077,-0.066,-0.024,-0.027,-0.261,-0.001,-0.011,-0.032,-0.076,0.027,-0.111,0.106,ATLAS9
11750,3.5,-0.323,-0.115,-0.086,-0.069,-0.027,-0.025,-0.268,-0.002,-0.012,-0.032,-0.075,0.025,-0.101,0.102,ATLAS9
11750,4.0,-0.293,-0.104,-0.092,-0.072,-0.029,-0.024,-0.272,-0.002,-0.012,-0.03,-0.072,0.022,-0.086,0.096,ATLAS9
11750,4.5,-0.273,-0.087,-0.095,-0.073,-0.031,-0.021,-0.273,-0.002,-0.013,-0.03,-0.071,0.019,-0.064,0.088,ATLAS9
11750,5.0,-0.264,-0.063,-0.095,-0.072,-0.032,-0.021,-0.275,-0.002,-0.012,-0.029,-0.069,0.015,-0.036,0.077,ATLAS9
12000,3.0,-0.392,-0.124,-0.082,-0.068,-0.025,-0.03,-0.28,-0.002,-0.013,-0.035,-0.08,0.027,-0.116,0.108,ATLAS9
12000,3.5,-0.354,-0.12,-0.091,-0.073,-0.028,-0.028,-0.286,-0.003,-0.014,-0.035,-0.079,0.026,-0.107,0.105,ATLAS9
12000,4.0,-0.323,-0.11,-0.097,-0.075,-0.031,-0.026,-0.29,-0.003,-0.014,-0.034,-0.077,0.023,-0.093,0.099,ATLAS9
12000,4.5,-0.303,-0.093,-0.1,-0.076,-0.034,-0.023,-0.292,-0.004,-0.015,-0.034,-0.075,0.02,-0.072,0.091,ATLAS9
12000,5.0,-0.293,-0.071,-0.101,-0.075,-0.034,-0.022,-0.293,-0.004,-0.015,-0.033,-0.075,0.016,-0.046,0.081,ATLAS9
12250,3.0,-0.42,-0.129,-0.087,-0.072,-0.028,-0.031,-0.296,-0.004,-0.015,-0.039,-0.084,0.028,-0.122,0.111,ATLAS9
12250,3.5,-0.382,-0.125,-0.096,-0.076,-0.031,-0.029,-0.303,-0.005,-0.016,-0.039,-0.083,0.026,-0.114,0.107,ATLAS9
12250,4.0,-0.353,-0.114,-0.102,-0.078,-0.033,-0.027,-0.307,-0.005,-0.017,-0.039,-0.082,0.024,-0.099,0.101,ATLAS9
12250,4.5,-0.333,-0.099,-0.105,-0.079,-0.035,-0.025,-0.309,-0.006,-0.017,-0.038,-0.08,0.022,-0.079,0.094,ATLAS9
12250,5.0,-0.321,-0.078,-0.106,-0.078,-0.036,-0.025,-0.312,-0.005,-0.017,-0.036,-0.078,0.017,-0.055,0.084,ATLAS9
12500,3.0,-0.447,-0.132,-0.092,-0.074,-0.03,-0.032,-0.313,-0.005,-0.017,-0.042,-0.088,0.028,-0.127,0.112,ATLAS9
12500,3.5,-0.41,-0.129,-0.1,-0.078,-0.033,-0.031,-0.319,-0.006,-0.019,-0.042,-0.088,0.027,-0.119,0.11,ATLAS9
12500,4.0,-0.381,-0.119,-0.106,-0.081,-0.036,-0.029,-0.324,-0.006,-0.019,-0.041,-0.086,0.025,-0.105,0.104,ATLAS9
12500,4.5,-0.36,-0.105,-0.109,-0.082,-0.038,-0.027,-0.326,-0.007,-0.019,-0.041,-0.084,0.023,-0.085,0.097,ATLAS9
12500,5.0,-0.348,-0.084,-0.112,-0.082,-0.039,-0.026,-0.329,-0.007,-0.019,-0.04,-0.083,0.018,-0.062,0.087,ATLAS9
12750,3.0,-0.471,-0.137,-0.096,-0.077,-0.032,-0.033,-0.328,-0.007,-0.019,-0.045,-0.092,0.029,-0.133,0.115,ATLAS9
12750,3.5,-0.434,-0.134,-0.105,-0.081,-0.035,-0.032,-0.335,-0.007,-0.02,-0.045,-0.092,0.028,-0.124,0.112,ATLAS9
12750,4.0,-0.407,-0.124,-0.111,-0.084,-0.038,-0.03,-0.339,-0.008,-0.021,-0.045,-0.091,0.026,-0.11,0.106,ATLAS9
12750,4.5,-0.387,-0.11,-0.114,-0.085,-0.039,-0.029,-0.342,-0.008,-0.021,-0.044,-0.089,0.023,-0.092,0.099,ATLAS9
12750,5.0,-0.375,-0.09,-0.116,-0.085,-0.041,-0.028,-0.345,-0.008,-0.021,-0.043,-0.087,0.02,-0.069,0.091,ATLAS9
13000,3.0,-0.494,-0.141,-0.101,-0.079,-0.034,-0.035,-0.344,-0.008,-0.021,-0.048,-0.096,0.029,-0.138,0.117,ATLAS9
13000,3.5,-0.459,-0.137,-0.11,-0.084,-0.037,-0.034,-0.351,-0.008,-0.022,-0.048,-0.095,0.028,-0.13,0.114,ATLAS9
13000,4.0,-0.432,-0.129,-0.114,-0.086,-0.039,-0.032,-0.354,-0.009,-0.023,-0.048,-0.094,0.027,-0.116,0.109,ATLAS9
13000,4.5,-0.412,-0.114,-0.119,-0.087,-0.041,-0.031,-0.358,-0.009,-0.023,-0.047,-0.092,0.024,-0.098,0.101,ATLAS9
13000,5.0,-0.4,-0.096,-0.12,-0.087,-0.042,-0.03,-0.36,-0.009,-0.023,-0.046,-0.091,0.021,-0.076,0.094,ATLAS9
14000,3.0,-0.575,-0.156,-0.12,-0.091,-0.041,-0.04,-0.401,-0.013,-0.029,-0.061,-0.111,0.031,-0.156,0.124,ATLAS9
14000,3.5,-0.542,-0.153,-0.127,-0.094,-0.044,-0.039,-0.407,-0.013,-0.03,-0.061,-0.11,0.031,-0.148,0.122,ATLAS9
14000,4.0,-0.518,-0.145,-0.131,-0.096,-0.046,-0.038,-0.41,-0.014,-0.03,-0.06,-0.109,0.029,-0.137,0.118,ATLAS9
14000,4.5,-0.502,-0.131,-0.135,-0.097,-0.048,-0.036,-0.413,-0.015,-0.031,-0.06,-0.108,0.026,-0.12,0.111,ATLAS9
14000,5.0,-0.49,-0.115,-0.137,-0.098,-0.049,-0.036,-0.416,-0.014,-0.031,-0.059,-0.106,0.024,-0.1,0.103,ATLAS9
15000,3.0,-0.642,-0.17,-0.137,-0.1,-0.048,-0.045,-0.453,-0.017,-0.036,-0.072,-0.123,0.034,-0.172,0.132,ATLAS9
15000,3.5,-0.61,-0.168,-0.143,-0.103,-0.051,-0.044,-0.457,-0.018,-0.037,-0.072,-0.123,0.033,-0.167,0.13,ATLAS9
15000,4.0,-0.589,-0.159,-0.147,-0.105,-0.052,-0.042,-0.459,-0.019,-0.038,-0.072,-0.123,0.031,-0.155,0.125,ATLAS9
15000,4.5,-0.574,-0.147,-0.15,-0.106,-0.054,-0.042,-0.462,-0.019,-0.037,-0.071,-0.122,0.029,-0.139,0.119,ATLAS9
15000,5.0,-0.565,-0.131,-0.152,-0.106,-0.055,-0.041,-0.465,-0.019,-0.038,-0.071,-0.121,0.026,-0.12,0.111,ATLAS9
16000,3.0,-0.702,-0.182,-0.154,-0.11,-0.054,-0.05,-0.501,-0.022,-0.043,-0.083,-0.136,0.036,-0.187,0.138,ATLAS9
16000,3.5,-0.668,-0.181,-0.159,-0.112,-0.057,-0.048,-0.503,-0.023,-0.044,-0.083,-0.136,0.036,-0.182,0.137,ATLAS9
16000,4.0,-0.647,-0.174,-0.162,-0.113,-0.058,-0.048,-0.505,-0.022,-0.043,-0.082,-0.135,0.034,-0.171,0.132,ATLAS9
16000,4.5,-0.634,-0.161,-0.164,-0.114,-0.059,-0.046,-0.506,-0.023,-0.044,-0.081,-0.134,0.031,-0.156,0.126,ATLAS9
16000,5.0,-0.627,-0.146,-0.165,-0.114,-0.06,-0.046,-0.508,-0.023,-0.044,-0.081,-0.133,0.029,-0.138,0.119,ATLAS9
17000,3.0,-0.756,-0.193,-0.169,-0.118,-0.061,-0.054,-0.546,-0.027,-0.05,-0.094,-0.149,0.037,-0.202,0.144,ATLAS9
17000,3.5,-0.72,-0.193,-0.174,-0.121,-0.062,-0.053,-0.547,-0.026,-0.049,-0.092,-0.147,0.037,-0.197,0.143,ATLAS9
17000,4.0,-0.698,-0.187,-0.177,-0.122,-0.063,-0.052,-0.547,-0.027,-0.05,-0.092,-0.146,0.036,-0.186,0.139,ATLAS9
17000,4.5,-0.686,-0.174,-0.178,-0.122,-0.064,-0.051,-0.547,-0.027,-0.05,-0.091,-0.146,0.034,-0.171,0.133,ATLAS9
17000,5.0,-0.68,-0.16,-0.179,-0.122,-0.065,-0.05,-0.548,-0.027,-0.05,-0.09,-0.145,0.031,-0.155,0.126,ATLAS9
18000,3.0,-0.805,-0.204,-0.184,-0.128,-0.066,-0.059,-0.588,-0.031,-0.057,-0.105,-0.162,0.04,-0.214,0.15,ATLAS9
18000,3.5,-0.766,-0.204,-0.189,-0.129,-0.067,-0.057,-0.587,-0.031,-0.056,-0.103,-0.16,0.039,-0.21,0.148,ATLAS9
18000,4.0,-0.744,-0.198,-0.191,-0.129,-0.068,-0.056,-0.587,-0.031,-0.056,-0.101,-0.158,0.038,-0.2,0.145,ATLAS9
18000,4.5,-0.731,-0.187,-0.191,-0.129,-0.069,-0.055,-0.585,-0.031,-0.056,-0.1,-0.156,0.036,-0.186,0.14,ATLAS9
18000,5.0,-0.725,-0.173,-0.191,-0.129,-0.069,-0.055,-0.585,-0.03,-0.055,-0.099,-0.155,0.033,-0.17,0.133,ATLAS9
19000,3.0,-0.852,-0.212,-0.197,-0.135,-0.072,-0.063,-0.628,-0.036,-0.065,-0.118,-0.178,0.041,-0.224,0.155,ATLAS9
19000,3.5,-0.811,-0.213,-0.202,-0.136,-0.073,-0.061,-0.626,-0.035,-0.063,-0.113,-0.172,0.04,-0.222,0.153,ATLAS9
19000,4.0,-0.786,-0.209,-0.204,-0.137,-0.073,-0.059,-0.624,-0.035,-0.062,-0.112,-0.17,0.039,-0.214,0.15,ATLAS9
19000,4.5,-0.772,-0.199,-0.204,-0.137,-0.074,-0.059,-0.622,-0.034,-0.061,-0.109,-0.167,0.038,-0.2,0.146,ATLAS9
19000,5.0,-0.767,-0.184,-0.203,-0.135,-0.074,-0.058,-0.62,-0.034,-0.061,-0.109,-0.166,0.035,-0.184,0.139,ATLAS9
20000,3.0,-0.898,-0.219,-0.209,-0.142,-0.078,-0.067,-0.665,-0.042,-0.074,-0.133,-0.196,0.043,-0.233,0.159,ATLAS9
20000,3.5,-0.851,-0.222,-0.215,-0.144,-0.077,-0.065,-0.662,-0.04,-0.07,-0.126,-0.187,0.042,-0.232,0.158,ATLAS9
20000,4.0,-0.825,-0.219,-0.217,-0.145,-0.078,-0.063,-0.659,-0.039,-0.069,-0.122,-0.182,0.041,-0.225,0.156,ATLAS9
20000,4.5,-0.811,-0.209,-0.216,-0.143,-0.078,-0.063,-0.657,-0.038,-0.067,-0.119,-0.179,0.04,-0.212,0.151,ATLAS9
20000,5.0,-0.805,-0.195,-0.215,-0.142,-0.077,-0.062,-0.653,-0.038,-0.068,-0.119,-0.178,0.037,-0.197,0.145,ATLAS9
21000,3.0,-0.94,-0.225,-0.217,-0.147,-0.083,-0.072,-0.698,-0.046,-0.082,-0.147,-0.213,0.044,-0.241,0.163,ATLAS9
21000,3.5,-0.889,-0.23,-0.225,-0.15,-0.082,-0.069,-0.696,-0.045,-0.078,-0.139,-0.202,0.044,-0.242,0.163,ATLAS9
21000,4.0,-0.862,-0.227,-0.228,-0.151,-0.082,-0.068,-0.693,-0.043,-0.075,-0.133,-0.195,0.043,-0.235,0.161,ATLAS9
21000,4.5,-0.846,-0.219,-0.228,-0.15,-0.082,-0.066,-0.69,-0.042,-0.074,-0.131,-0.192,0.041,-0.224,0.156,ATLAS9
21000,5.0,-0.839,-0.206,-0.227,-0.149,-0.082,-0.065,-0.686,-0.042,-0.073,-0.129,-0.19,0.039,-0.209,0.15,ATLAS9
22000,3.0,-0.98,-0.23,-0.224,-0.15,-0.087,-0.075,-0.724,-0.052,-0.09,-0.16,-0.229,0.044,-0.25,0.166,ATLAS9
22000,3.5,-0.926,-0.236,-0.236,-0.156,-0.087,-0.073,-0.728,-0.05,-0.086,-0.152,-0.218,0.045,-0.25,0.166,ATLAS9
22000,4.0,-0.896,-0.234,-0.238,-0.156,-0.087,-0.071,-0.725,-0.047,-0.082,-0.145,-0.209,0.044,-0.245,0.165,ATLAS9
22000,4.5,-0.881,-0.227,-0.239,-0.157,-0.087,-0.07,-0.722,-0.047,-0.081,-0.142,-0.205,0.043,-0.234,0.161,ATLAS9
22000,5.0,-0.872,-0.215,-0.238,-0.155,-0.086,-0.069,-0.718,-0.046,-0.08,-0.139,-0.202,0.04,-0.221,0.155,ATLAS9
23000,3.0,-1.013,-0.236,-0.231,-0.154,-0.089,-0.078,-0.747,-0.055,-0.096,-0.169,-0.239,0.045,-0.258,0.17,ATLAS9
23000,3.5,-0.961,-0.242,-0.243,-0.16,-0.092,-0.077,-0.756,-0.054,-0.093,-0.164,-0.231,0.046,-0.258,0.171,ATLAS9
23000,4.0,-0.928,-0.241,-0.248,-0.162,-0.092,-0.075,-0.755,-0.052,-0.09,-0.157,-0.222,0.045,-0.253,0.168,ATLAS9
23000,4.5,-0.912,-0.235,-0.248,-0.162,-0.092,-0.074,-0.752,-0.051,-0.088,-0.153,-0.217,0.044,-0.244,0.165,ATLAS9
23000,5.0,-0.904,-0.224,-0.248,-0.161,-0.091,-0.073,-0.748,-0.05,-0.086,-0.15,-0.214,0.042,-0.232,0.16,ATLAS9
24000,3.0,-1.044,-0.242,-0.238,-0.159,-0.093,-0.081,-0.771,-0.057,-0.099,-0.174,-0.245,0.047,-0.265,0.174,ATLAS9
24000,3.5,-0.99,-0.249,-0.251,-0.165,-0.096,-0.08,-0.781,-0.058,-0.1,-0.174,-0.242,0.047,-0.266,0.174,ATLAS9
24000,4.0,-0.959,-0.247,-0.256,-0.167,-0.095,-0.079,-0.781,-0.057,-0.097,-0.169,-0.235,0.046,-0.261,0.172,ATLAS9
24000,4.5,-0.942,-0.241,-0.257,-0.167,-0.096,-0.078,-0.78,-0.055,-0.095,-0.164,-0.229,0.045,-0.252,0.168,ATLAS9
24000,5.0,-0.932,-0.232,-0.257,-0.166,-0.095,-0.077,-0.777,-0.055,-0.094,-0.161,-0.226,0.043,-0.241,0.164,ATLAS9
25000,3.0,-1.071,-0.248,-0.245,-0.163,-0.097,-0.084,-0.795,-0.06,-0.104,-0.18,-0.251,0.048,-0.272,0.177,ATLAS9
25000,3.5,-1.016,-0.255,-0.259,-0.169,-0.099,-0.083,-0.805,-0.061,-0.105,-0.181,-0.251,0.048,-0.274,0.178,ATLAS9
25000,4.0,-0.986,-0.254,-0.263,-0.171,-0.099,-0.082,-0.805,-0.06,-0.103,-0.177,-0.245,0.048,-0.269,0.176,ATLAS9
25000,4.5,-0.968,-0.248,-0.265,-0.172,-0.099,-0.081,-0.804,-0.06,-0.102,-0.175,-0.24,0.046,-0.261,0.172,ATLAS9
25000,5.0,-0.96,-0.239,-0.265,-0.171,-0.099,-0.081,-0.803,-0.059,-0.101,-0.172,-0.236,0.044,-0.25,0.168,ATLAS9
26000,3.0,-1.1,-0.25,-0.247,-0.165,-0.1,-0.086,-0.81,-0.063,-0.109,-0.186,-0.258,0.048,-0.277,0.179,ATLAS9
26000,3.5,-1.039,-0.262,-0.268,-0.174,-0.102,-0.086,-0.83,-0.064,-0.109,-0.187,-0.258,0.049,-0.283,0.181,ATLAS9
26000,4.0,-1.01,-0.26,-0.271,-0.175,-0.102,-0.085,-0.829,-0.063,-0.108,-0.184,-0.253,0.048,-0.277,0.179,ATLAS9
26000,4.5,-0.993,-0.254,-0.272,-0.175,-0.102,-0.084,-0.827,-0.064,-0.108,-0.183,-0.249,0.047,-0.269,0.176,ATLAS9
